reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Kai Brown,Sawyer Pearson,02 October 2024,22:35,Facilities,asbestos was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Elliot Murphy,Riley Parker,28 June 2024,17:16,Health & Safety,high-voltage wiring was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Sydney Johnson,Avery Kennedy,17 December 2024,13:41,Customer Service,Worker nearly slipped on an oily surface but avoided injury.,Warehouse A,Near Miss,No,N/A
Jordan Holmes,Cameron Murphy,30 May 2025,12:12,Logistics,toxic fumes was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Spencer Payne,Avery Murphy,01 June 2025,07:38,Training & Development,asbestos was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Peyton Murphy,Finley Clark,21 April 2024,12:02,Engineering,Unsecured pipe almost fell from ship deck.,Main Gate Security,Near Miss,No,N/A
Elliot Payne,Casey Sullivan,15 October 2024,09:42,Ship Maintenance,toxic fumes was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Jamie Ward,Logan Robinson,17 October 2024,01:37,Customer Service,Unsecured pipe almost fell from ship deck.,Shipyard Pier,Near Miss,No,N/A
Skyler Foster,Dakota Walker,16 June 2025,14:45,Training & Development,Worker nearly touched live wiring but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Sawyer Mitchell,Dakota Holmes,20 May 2025,17:32,Warehouse,Unsecured ladder almost fell from ladder.,Tool Crib,Near Miss,No,N/A
Cameron Parker,Alex Sullivan,02 November 2024,10:46,Ship Maintenance,Unsecured pipe almost fell from scaffolding.,IT Server Room,Near Miss,No,N/A
Harper Clark,Chris Reed,27 July 2024,04:52,Facilities,Unsecured toolbox almost fell from ship deck.,Fleet Garage,Near Miss,No,N/A
Taylor Mitchell,Skyler Reed,06 April 2025,02:13,Dockyard Operations,toxic fumes was discovered before harm occurred.,Electrical Bay,Near Miss,No,N/A
Elliot Bailey,Spencer Smith,24 January 2025,12:26,Fleet Management,high-voltage wiring was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Riley Parker,Jamie Morgan,31 July 2024,20:54,Communications,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Alex Walker,Skyler Foster,13 July 2024,17:07,Health & Safety,Unsecured toolbox almost fell from ladder.,Dry Dock 1,Near Miss,No,N/A
Frankie Foster,Elliot Murray,26 February 2024,09:02,Research & Development,Unsecured toolbox almost fell from ship deck.,Cafeteria,Near Miss,No,N/A
Avery Smith,Jordan Fisher,17 July 2024,14:44,Environmental Services,Worker nearly stepped into an open hatch but avoided injury.,Cafeteria,Near Miss,No,N/A
Drew Cooper,Chris Brown,02 December 2024,06:40,Security,Worker nearly slipped on an oily surface but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Cameron Reed,Casey Brown,12 December 2024,19:30,Engineering,asbestos was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Jordan Payne,Skyler Morgan,19 January 2025,00:54,Research & Development,Unsecured ladder almost fell from ladder.,Dry Dock 1,Near Miss,No,N/A
Skyler Clark,Elliot Kennedy,12 December 2024,11:09,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Paint Shop,Near Miss,No,N/A
Finley Kennedy,Quinn Lewis,06 July 2025,19:15,Dockyard Operations,toxic fumes was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Sydney Cooper,Sydney Sullivan,21 February 2025,07:30,Procurement,Worker nearly touched live wiring but avoided injury.,Tool Crib,Near Miss,No,N/A
Peyton Cooper,Sydney Pearson,21 April 2024,13:47,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Logan Holmes,Jesse Robinson,08 June 2025,23:22,Engineering,toxic fumes was discovered before harm occurred.,Electrical Bay,Near Miss,No,N/A
Cameron Lee,Jamie Graham,09 July 2024,06:07,Fleet Management,high-voltage wiring was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Logan Lee,Blake Holmes,26 January 2024,09:02,Procurement,Worker nearly slipped on an oily surface but avoided injury.,Training Room,Near Miss,No,N/A
Jordan Murray,Sydney Allen,15 July 2024,13:51,Environmental Services,Unsecured ladder almost fell from ladder.,Warehouse B,Near Miss,No,N/A
Reese Lee,Avery Lee,01 September 2024,07:09,Training & Development,asbestos was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Logan Foster,Reese Bailey,18 April 2024,13:18,Research & Development,Worker nearly touched live wiring but avoided injury.,Fuel Depot,Near Miss,No,N/A
Kai Murphy,Taylor Smith,05 November 2024,05:00,Warehouse,Unsecured ladder almost fell from ship deck.,Reception Area,Near Miss,No,N/A
Logan Fisher,Quinn Murray,12 January 2025,02:55,Procurement,Unsecured toolbox almost fell from scaffolding.,Training Room,Near Miss,No,N/A
Harper Lee,Peyton Payne,24 October 2024,08:08,Quality Assurance,high-voltage wiring was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Dakota Kennedy,Avery Morgan,29 April 2025,19:31,Communications,Unsecured toolbox almost fell from ship deck.,Electrical Bay,Near Miss,No,N/A
Skyler West,Reese Kennedy,24 June 2024,14:24,Dockyard Operations,Worker nearly stepped into an open hatch but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Riley Bailey,Morgan Parker,10 June 2025,04:18,IT,asbestos was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Elliot Fisher,Kai Ward,09 April 2025,19:09,Security,Unsecured ladder almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Emerson Reed,Emerson Hughes,09 September 2024,13:59,Environmental Services,toxic fumes was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Jesse Davis,Drew West,17 April 2025,21:03,Research & Development,Worker nearly touched live wiring but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Charlie Lee,Peyton Foster,25 March 2024,00:42,Communications,Unsecured toolbox almost fell from scaffolding.,Electrical Bay,Near Miss,No,N/A
Alex Murphy,Sawyer Foster,23 September 2024,02:31,IT,Unsecured ladder almost fell from ship deck.,Paint Shop,Near Miss,No,N/A
Alex Allen,Cameron Davis,04 March 2024,11:18,Warehouse,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 2,Near Miss,No,N/A
Quinn Hughes,Harper Morgan,26 September 2024,04:47,Health & Safety,Unsecured pipe almost fell from scaffolding.,Reception Area,Near Miss,No,N/A
Kai Reed,Quinn Holmes,04 July 2025,06:00,Logistics,Unsecured toolbox almost fell from ship deck.,Training Room,Near Miss,No,N/A
Quinn Murray,Sydney Kennedy,31 May 2025,17:53,Logistics,Worker nearly stepped into an open hatch but avoided injury.,Fuel Depot,Near Miss,No,N/A
Harper Sullivan,Taylor Parker,17 March 2024,22:33,Communications,Worker nearly stepped into an open hatch but avoided injury.,IT Server Room,Near Miss,No,N/A
Blake Murphy,Logan Ward,30 November 2024,22:43,Ship Maintenance,toxic fumes was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Logan Murray,Dakota Davis,19 December 2024,18:41,Dockyard Operations,toxic fumes was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Kai Hughes,Cameron Foster,03 January 2025,09:55,Warehouse,Unsecured pipe almost fell from ladder.,Cafeteria,Near Miss,No,N/A
Alex Reed,Logan Johnson,28 November 2024,22:22,Operations,Unsecured pipe almost fell from ship deck.,Main Gate Security,Near Miss,No,N/A
Drew Robinson,Taylor Bennett,04 September 2024,10:29,Customer Service,Unsecured pipe almost fell from ladder.,Tool Crib,Near Miss,No,N/A
Rowan Brown,Sydney Sullivan,25 June 2024,11:35,Dockyard Operations,Unsecured pipe almost fell from ladder.,Office - Admin Block,Near Miss,No,N/A
Chris Graham,Reese Parker,15 April 2024,12:14,Legal,asbestos was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Chris Robinson,Charlie Graham,31 July 2025,09:21,Ship Maintenance,asbestos was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Frankie Lee,Sydney Smith,17 February 2025,03:35,Research & Development,Unsecured toolbox almost fell from ship deck.,Warehouse A,Near Miss,No,N/A
Peyton Mitchell,Frankie Brown,15 March 2025,15:19,Research & Development,Worker nearly touched live wiring but avoided injury.,Fuel Depot,Near Miss,No,N/A
Skyler Murphy,Jamie Mitchell,02 July 2025,13:51,Environmental Services,toxic fumes was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Harper Murray,Elliot Allen,04 January 2025,07:23,Dockyard Operations,toxic fumes was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Sydney Parker,Chris Johnson,11 July 2025,10:48,Quality Assurance,Unsecured toolbox almost fell from ship deck.,Dry Dock 1,Near Miss,No,N/A
Cameron Smith,Blake Mitchell,14 December 2024,19:01,IT,Unsecured ladder almost fell from scaffolding.,Tool Crib,Near Miss,No,N/A
Taylor Sullivan,Elliot Sullivan,07 February 2025,14:03,Facilities,Unsecured pipe almost fell from ladder.,Maintenance Shed,Near Miss,No,N/A
Quinn Kennedy,Blake Parker,10 February 2024,11:56,Communications,Worker nearly slipped on an oily surface but avoided injury.,Warehouse A,Near Miss,No,N/A
Sydney Hughes,Kai Lee,27 February 2025,16:25,Customer Service,high-voltage wiring was discovered before harm occurred.,Warehouse A,Near Miss,No,N/A
Charlie Bailey,Jesse Bailey,16 April 2025,09:56,Dockyard Operations,Worker nearly stepped into an open hatch but avoided injury.,Tool Crib,Near Miss,No,N/A
Charlie Cooper,Cameron Mitchell,12 May 2025,00:11,Warehouse,toxic fumes was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Jamie Lee,Avery Bailey,19 August 2024,08:40,Procurement,Worker nearly slipped on an oily surface but avoided injury.,Tool Crib,Near Miss,No,N/A
Sawyer Bailey,Cameron West,28 January 2024,11:07,HR,Unsecured toolbox almost fell from ladder.,Electrical Bay,Near Miss,No,N/A
Charlie Cooper,Drew Reed,28 November 2024,16:07,Finance,high-voltage wiring was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Dakota Holmes,Dakota Ward,15 February 2025,00:04,HR,Unsecured pipe almost fell from ladder.,Dry Dock 2,Near Miss,No,N/A
Cameron Foster,Taylor Holmes,12 July 2024,00:20,Security,Unsecured toolbox almost fell from scaffolding.,Fleet Garage,Near Miss,No,N/A
Logan Mitchell,Finley Cooper,15 December 2024,11:07,Health & Safety,Worker nearly touched live wiring but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Jamie Murray,Casey Davis,23 January 2025,16:37,Security,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Taylor Holmes,Dakota Cooper,16 June 2024,20:31,IT,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Spencer Fisher,Blake Pearson,07 July 2024,20:49,Fleet Management,Worker nearly stepped into an open hatch but avoided injury.,Fuel Depot,Near Miss,No,N/A
Chris Morgan,Avery Bennett,06 February 2025,01:46,Legal,Unsecured ladder almost fell from ship deck.,Engineering Workshop,Near Miss,No,N/A
Jamie Parker,Sydney Morgan,11 December 2024,01:31,Procurement,toxic fumes was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Blake Johnson,Sawyer Lee,18 May 2025,03:30,Customer Service,Worker nearly stepped into an open hatch but avoided injury.,Main Gate Security,Near Miss,No,N/A
Jesse Graham,Peyton Murray,12 March 2025,00:42,Legal,Unsecured toolbox almost fell from ship deck.,Cafeteria,Near Miss,No,N/A
Elliot Murray,Jamie Parker,02 August 2024,13:36,IT,Worker nearly stepped into an open hatch but avoided injury.,Main Gate Security,Near Miss,No,N/A
Jordan Bailey,Riley Bennett,10 April 2025,08:00,Operations,toxic fumes was discovered before harm occurred.,Main Gate Security,Near Miss,No,N/A
Elliot Lee,Emerson Bailey,24 April 2025,02:04,Training & Development,Worker nearly stepped into an open hatch but avoided injury.,Dockyard North,Near Miss,No,N/A
Taylor Bennett,Cameron Cooper,17 June 2025,10:57,Operations,Unsecured ladder almost fell from ladder.,Engineering Workshop,Near Miss,No,N/A
Skyler Fisher,Jamie Cooper,27 October 2024,08:17,Ship Maintenance,asbestos was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Jesse Cooper,Spencer Bennett,27 January 2025,09:30,Health & Safety,asbestos was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Peyton Clark,Skyler Lee,07 October 2024,20:28,Warehouse,Unsecured pipe almost fell from ship deck.,Engineering Workshop,Near Miss,No,N/A
Skyler Clark,Quinn Morgan,12 April 2025,19:13,Finance,Unsecured ladder almost fell from scaffolding.,IT Server Room,Near Miss,No,N/A
Dakota Brown,Jesse Johnson,14 February 2025,13:17,IT,high-voltage wiring was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Alex Smith,Frankie Walker,18 April 2024,13:51,Fleet Management,Worker nearly stepped into an open hatch but avoided injury.,Fuel Depot,Near Miss,No,N/A
Rowan Walker,Quinn Ward,16 May 2024,03:40,Operations,Unsecured ladder almost fell from ladder.,Main Gate Security,Near Miss,No,N/A
Chris Brown,Finley Foster,15 May 2025,17:16,Dockyard Operations,Unsecured pipe almost fell from scaffolding.,Training Room,Near Miss,No,N/A
Skyler Robinson,Chris Lee,04 March 2025,01:11,Legal,Worker nearly touched live wiring but avoided injury.,Warehouse B,Near Miss,No,N/A
Elliot West,Elliot Cooper,14 February 2025,05:07,IT,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 2,Near Miss,No,N/A
Jamie Smith,Blake West,18 July 2025,16:50,Engineering,Unsecured pipe almost fell from ladder.,Fleet Garage,Near Miss,No,N/A
Skyler Kennedy,Sydney Allen,22 March 2024,13:50,Operations,Unsecured pipe almost fell from scaffolding.,Main Gate Security,Near Miss,No,N/A
Skyler Davis,Rowan West,25 March 2025,14:36,Training & Development,Unsecured toolbox almost fell from scaffolding.,Office - Admin Block,Near Miss,No,N/A
Chris Allen,Reese Clark,30 March 2024,22:40,Warehouse,Worker nearly slipped on an oily surface but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Frankie Ward,Jordan Payne,12 June 2024,13:55,Finance,asbestos was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Kai Graham,Jesse Kennedy,04 August 2024,09:28,Fleet Management,Worker nearly slipped on an oily surface but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Drew Kennedy,Riley Davis,01 September 2024,04:27,Training & Development,asbestos was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Drew Fisher,Taylor Davis,11 June 2024,10:22,Warehouse,Worker nearly touched live wiring but avoided injury.,Paint Shop,Near Miss,No,N/A
Frankie Sullivan,Riley Reed,24 May 2025,10:26,Quality Assurance,Unsecured ladder almost fell from ladder.,Warehouse B,Near Miss,No,N/A
Dakota Robinson,Reese Allen,15 November 2024,05:36,Ship Maintenance,Unsecured toolbox almost fell from scaffolding.,Main Gate Security,Near Miss,No,N/A
Sawyer Cooper,Chris Foster,22 August 2024,08:23,Health & Safety,Unsecured toolbox almost fell from ship deck.,Dry Dock 1,Near Miss,No,N/A
Emerson Clark,Sawyer Murphy,30 April 2025,22:05,Operations,Unsecured ladder almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Alex Robinson,Rowan Johnson,14 February 2025,11:45,Environmental Services,Unsecured pipe almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Taylor Graham,Rowan Lewis,24 April 2024,12:30,Quality Assurance,Unsecured pipe almost fell from scaffolding.,Training Room,Near Miss,No,N/A
Reese Ward,Kai Davis,07 February 2024,21:41,Environmental Services,Worker nearly touched live wiring but avoided injury.,Fuel Depot,Near Miss,No,N/A
Logan Murphy,Jamie Holmes,28 February 2024,00:24,Warehouse,high-voltage wiring was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
Morgan Kennedy,Logan Clark,19 May 2025,12:56,Operations,Unsecured pipe almost fell from ship deck.,Main Gate Security,Near Miss,No,N/A
Avery Walker,Emerson Clark,01 February 2024,07:01,Legal,Worker nearly stepped into an open hatch but avoided injury.,Cafeteria,Near Miss,No,N/A
Avery Murray,Sawyer Brown,23 November 2024,02:05,Legal,Unsecured pipe almost fell from ship deck.,Paint Shop,Near Miss,No,N/A
Taylor Bennett,Casey Murphy,18 March 2024,14:46,IT,Worker nearly stepped into an open hatch but avoided injury.,Paint Shop,Near Miss,No,N/A
